,날짜,종가,전일비,시가,고가,저가,거래량
1684,2016.02.12,27350.0,200.0,26850.0,27750.0,26850.0,2429857.0
1685,2016.02.11,27150.0,950.0,27000.0,27400.0,26950.0,2468082.0
1689,2016.02.05,28100.0,0.0,28100.0,28350.0,27900.0,1484771.0
1690,2016.02.04,28100.0,650.0,27700.0,28150.0,27600.0,2459305.0
1691,2016.02.03,27450.0,1000.0,27600.0,27850.0,27200.0,2705269.0
1692,2016.02.02,28450.0,50.0,28450.0,28800.0,28150.0,2865209.0
1693,2016.02.01,28400.0,1100.0,28100.0,28650.0,27700.0,4767927.0
1696,2016.01.29,27300.0,350.0,27250.0,27350.0,26950.0,2898720.0
1697,2016.01.28,27650.0,0.0,27450.0,27750.0,26850.0,3035447.0
1698,2016.01.27,27650.0,200.0,28100.0,28350.0,27250.0,3205822.0
1699,2016.01.26,27850.0,150.0,28000.0,29100.0,27750.0,5351814.0
1700,2016.01.25,28000.0,850.0,27550.0,28200.0,27300.0,2977310.0
1704,2016.01.22,27150.0,550.0,27200.0,27600.0,27000.0,2361216.0
1705,2016.01.21,26600.0,200.0,26600.0,27250.0,26600.0,2840628.0
1706,2016.01.20,26800.0,1500.0,28050.0,28100.0,26750.0,4186899.0
1707,2016.01.19,28300.0,1600.0,26700.0,28300.0,26700.0,4291742.0
1708,2016.01.18,26700.0,100.0,25900.0,27000.0,25800.0,3658921.0
1711,2016.01.15,26800.0,1100.0,27950.0,28300.0,26800.0,5431851.0
1712,2016.01.14,27900.0,200.0,27300.0,27900.0,27200.0,3957935.0
1713,2016.01.13,28100.0,300.0,28100.0,28450.0,28000.0,3481523.0
1714,2016.01.12,27800.0,850.0,28600.0,28900.0,27700.0,4418384.0
1715,2016.01.11,28650.0,1050.0,29400.0,29500.0,28600.0,5358223.0
1719,2016.01.08,29700.0,500.0,29800.0,30100.0,29550.0,3967121.0
1720,2016.01.07,30200.0,550.0,30400.0,30750.0,30200.0,2424880.0
1721,2016.01.06,30750.0,150.0,30600.0,30900.0,30300.0,2461593.0
1722,2016.01.05,30600.0,450.0,30500.0,31200.0,30350.0,2482905.0
1723,2016.01.04,30150.0,600.0,30550.0,30750.0,30150.0,1878039.0
1726,2015.12.30,30750.0,450.0,31100.0,31450.0,30550.0,1801261.0
1727,2015.12.29,31200.0,300.0,30900.0,31550.0,30800.0,1965713.0
1728,2015.12.28,30900.0,800.0,31750.0,31850.0,30900.0,2535636.0
1729,2015.12.24,31700.0,1000.0,32950.0,33150.0,31700.0,3624175.0
1730,2015.12.23,32700.0,500.0,32100.0,33000.0,31900.0,5331047.0
1734,2015.12.22,32200.0,1700.0,31000.0,32200.0,30800.0,6861264.0
1735,2015.12.21,30500.0,100.0,30450.0,30800.0,30250.0,1576561.0
1736,2015.12.18,30600.0,350.0,29800.0,30700.0,29800.0,2854920.0
1737,2015.12.17,30250.0,150.0,30250.0,30550.0,29800.0,2210682.0
1738,2015.12.16,30400.0,1000.0,30050.0,30500.0,29900.0,2601080.0
1741,2015.12.15,29400.0,400.0,29050.0,29600.0,28800.0,2006190.0
1742,2015.12.14,29000.0,850.0,29000.0,29350.0,28550.0,3669577.0
1743,2015.12.11,29850.0,450.0,30200.0,30550.0,29600.0,2725258.0
1744,2015.12.10,30300.0,50.0,30200.0,30550.0,30050.0,3145787.0
1745,2015.12.09,30250.0,50.0,30100.0,30550.0,30100.0,1524501.0
1749,2015.12.08,30200.0,500.0,30500.0,30750.0,30050.0,2483443.0
1750,2015.12.07,30700.0,500.0,31450.0,31700.0,30700.0,2238378.0
1751,2015.12.04,31200.0,50.0,30700.0,31450.0,30600.0,2125421.0
1752,2015.12.03,31150.0,50.0,31050.0,31350.0,30850.0,1730137.0
1753,2015.12.02,31200.0,150.0,31550.0,31900.0,31200.0,2731791.0
1756,2015.12.01,31350.0,250.0,31650.0,31650.0,30900.0,3752942.0
1757,2015.11.30,31600.0,400.0,32050.0,32650.0,31600.0,3917877.0
1758,2015.11.27,32000.0,750.0,33200.0,33600.0,32000.0,3890920.0
1759,2015.11.26,32750.0,850.0,32400.0,34150.0,32250.0,13223992.0
1760,2015.11.25,31900.0,1700.0,30400.0,32000.0,30400.0,6941459.0
1764,2015.11.24,30200.0,450.0,30600.0,30850.0,30100.0,3308696.0
1765,2015.11.23,30650.0,350.0,31150.0,31250.0,30600.0,2430154.0
1766,2015.11.20,31000.0,200.0,31500.0,31750.0,31000.0,2097039.0
1767,2015.11.19,31200.0,650.0,30800.0,31600.0,30700.0,2525784.0
1768,2015.11.18,30550.0,50.0,30600.0,30800.0,30050.0,3137103.0
1771,2015.11.17,30600.0,100.0,31050.0,31150.0,30600.0,1935683.0
1772,2015.11.16,30500.0,650.0,30600.0,30950.0,30500.0,2351453.0
1773,2015.11.13,31150.0,450.0,30500.0,31600.0,30500.0,1962129.0
1774,2015.11.12,30700.0,300.0,30950.0,31000.0,30700.0,1537585.0
1775,2015.11.11,31000.0,150.0,30700.0,31200.0,30550.0,2898877.0
1779,2015.11.10,31150.0,100.0,30850.0,31350.0,30600.0,2724051.0
1780,2015.11.09,31250.0,50.0,30900.0,31300.0,30400.0,3563095.0
1781,2015.11.06,31200.0,1450.0,32350.0,32400.0,31050.0,5219855.0
1782,2015.11.05,32650.0,50.0,32350.0,32700.0,32200.0,1928001.0
1783,2015.11.04,32600.0,700.0,32500.0,32700.0,32100.0,3276995.0
1786,2015.11.03,31900.0,250.0,32500.0,33000.0,31550.0,4453120.0
1787,2015.11.02,32150.0,1450.0,30700.0,32250.0,30400.0,4493014.0
1788,2015.10.30,30700.0,750.0,31150.0,31200.0,30450.0,4640184.0
1789,2015.10.29,31450.0,0.0,31700.0,32150.0,31300.0,4273016.0
1790,2015.10.28,31450.0,700.0,32150.0,32450.0,31400.0,4322506.0
1794,2015.10.27,32150.0,750.0,32100.0,32650.0,32050.0,3535671.0
1795,2015.10.26,32900.0,800.0,32350.0,33100.0,32300.0,3326112.0
1796,2015.10.23,32100.0,150.0,32400.0,32950.0,32050.0,6341772.0
1797,2015.10.22,31950.0,1700.0,33200.0,33450.0,31850.0,10914420.0
1798,2015.10.21,33650.0,2050.0,35000.0,35000.0,33600.0,9957394.0
1801,2015.10.20,35700.0,50.0,36000.0,36150.0,35250.0,2686193.0
1802,2015.10.19,35750.0,350.0,36150.0,36200.0,35600.0,1967828.0
1803,2015.10.16,36100.0,650.0,36900.0,37050.0,36000.0,1899386.0
1804,2015.10.15,36750.0,350.0,35950.0,36800.0,35850.0,2943506.0
1805,2015.10.14,36400.0,400.0,36300.0,37050.0,35900.0,3720738.0
1809,2015.10.13,36000.0,850.0,36800.0,37150.0,35800.0,2961513.0
1810,2015.10.12,36850.0,700.0,37550.0,37550.0,36700.0,2519174.0
1811,2015.10.08,37550.0,250.0,38000.0,38100.0,36600.0,3824312.0
1812,2015.10.07,37300.0,100.0,37050.0,37700.0,36800.0,3879936.0
1813,2015.10.06,37200.0,1850.0,36300.0,37200.0,36250.0,5944141.0
1816,2015.10.05,35350.0,800.0,35250.0,35950.0,35100.0,4367169.0
1817,2015.10.02,34550.0,850.0,34200.0,34750.0,33800.0,3052650.0
1818,2015.10.01,33700.0,150.0,33750.0,33950.0,33500.0,3667742.0
1819,2015.09.30,33550.0,800.0,33700.0,33800.0,33350.0,4158644.0
1820,2015.09.25,34350.0,500.0,33750.0,34400.0,33400.0,2813254.0
1824,2015.09.24,33850.0,850.0,34900.0,34950.0,33600.0,4172759.0
1825,2015.09.23,34700.0,200.0,34500.0,35250.0,34350.0,1641929.0
1826,2015.09.22,34900.0,100.0,34900.0,35150.0,34700.0,2004067.0
1827,2015.09.21,34800.0,950.0,35200.0,35250.0,34700.0,2538367.0
1828,2015.09.18,35750.0,400.0,36400.0,36450.0,35450.0,3267741.0
1831,2015.09.17,36150.0,1050.0,35750.0,36450.0,35350.0,4734065.0
1832,2015.09.16,35100.0,1500.0,33800.0,35350.0,33800.0,3876376.0
1833,2015.09.15,33600.0,1000.0,34500.0,34600.0,33350.0,3880824.0
1834,2015.09.14,34600.0,400.0,35300.0,35450.0,34350.0,2163452.0
1835,2015.09.11,35000.0,950.0,35450.0,35750.0,35000.0,3242067.0
1839,2015.09.10,35950.0,50.0,35400.0,35950.0,35400.0,3079224.0
1840,2015.09.09,36000.0,1250.0,35800.0,36500.0,35650.0,3035809.0
1841,2015.09.08,34750.0,0.0,35000.0,35100.0,34600.0,1494929.0
1842,2015.09.07,34750.0,100.0,34800.0,35100.0,34300.0,1624613.0
1843,2015.09.04,34850.0,550.0,35500.0,35950.0,34650.0,2438126.0
1846,2015.09.03,35400.0,1050.0,34850.0,35700.0,34700.0,4222565.0
1847,2015.09.02,34350.0,50.0,33500.0,34600.0,33350.0,4161070.0
1848,2015.09.01,34400.0,1400.0,35150.0,35450.0,34200.0,6442285.0
1849,2015.08.31,35800.0,1100.0,36850.0,36850.0,35650.0,4408499.0
1850,2015.08.28,36900.0,1400.0,36550.0,37700.0,36300.0,7382006.0
1854,2015.08.27,35500.0,2050.0,34200.0,35500.0,34150.0,7063277.0
1855,2015.08.26,33450.0,50.0,33500.0,34200.0,32850.0,6534943.0
1856,2015.08.25,33500.0,2450.0,31300.0,33950.0,31300.0,11821629.0
1857,2015.08.24,31050.0,950.0,31600.0,32350.0,30300.0,8593829.0
1858,2015.08.21,32000.0,1050.0,31400.0,32250.0,31400.0,6084203.0
